,0,1
0,Haze,1997 Indonesian forest fires 1997 Southeast Asian haze 2005 Malaysian haze 2006 Southeast Asian haze 2009 Southeast Asian haze 2010 Southeast Asian haze 2013 Southeast Asian haze 2015 Southeast Asian haze 2016 Malaysian haze 2017 Southeast Asian haze 2019 Southeast Asian haze
1,Radioactive contamination,1982 Bukit Merah radioactive pollution
