,0,1
0,Earthquakes,1976 Sabah earthquake 2015 Sabah earthquake
1,Floods,1971 Kuala Lumpur floods 2006–07 Southeast Asian floods 2010 floods in Thailand and north Malaysia 2013 Cameron Highlands mud floods 2014 Cameron Highlands mud floods Early 2014 Sabah floods 2014–15 floods in Southeast Asia and South Asia 2014–15 Malaysia floods 2015 East Malaysian floods 2016 Malaysian floods 2017 North Malaysian floods 2020–21 Malaysian floods 2021–2022 Malaysian floods 2022 Malaysian east coast floods 2024–2025 floods in Southeast Asia and South Asia
2,Heat waves,2023 Asia heat wave 2024 Southeast Asia heat wave
3,Landslides,1993 Pantai Remis landslide Highland Towers collapse 1996 Pos Dipang mudflow 2002 Taman Hillview landslide 2006 Kampung Pasir landslide 2008 Bukit Antarabangsa landslide 2011 Hulu Langat landslide 2022 Batang Kali landslide
4,Sinkholes,2024 Kuala Lumpur sinkhole
5,Tornadoes,Peninsula Malaysia tornado outbreak of 2014
6,Tropical storms,Tropical Depression Gloria (1965) Typhoon Sally (1967) Tropical Storm Ruth (1970) Severe Tropical Storm Judy (1971) Typhoon Sally (1972) Typhoon Percy (1983) Severe Tropical Storm Irving (1985) Typhoon Gay (1989) Tropical Storm Forrest (1992) Tropical Depression BOB 03 (1993) Tropical Depression 34W (1995) Tropical Depression Greg (1996) Tropical Storm Linda (1997) Tropical Storm Gil (1998) Tropical Depression Hilda (1999) Tropical Depression 31W (1999) Tropical Depression 32W (1999) Tropical Depression 29W (2001) Tropical Storm Vamei (2001) Typhoon Muifa (2004) Tropical Depression 25W (2005) Typhoon Utor (2006) Typhoon Hagibis (2007) Tropical Depression 01W (2008) Tropical Depression 01W (2010) Tropical Depression 19W (2010) Tropical Depression 25W (2011) Tropical Depression 26W (2011) Tropical Depression 25W (2012) Tropical Storm Sonamu (2013) Tropical Storm Shanshan (2013) Tropical Storm Jangmi (2014) Tropical Depression (2016) Tropical Depression 29W (2017) Typhoon Tembin (2017) Tropical Storm Kai-tak (2017) Tropical Storm Toraji (2018) Tropical Storm Pabuk (2019) Typhoon Lekima (2019) Typhoon Saudel (2020) Typhoon Molave (2020) Tropical Depression 29W (2021)
7,Tsunamis,Effect of the 2004 Indian Ocean earthquake on Malaysia
