,0,1
0,Very strong typhoon (JMA),Very strong typhoon (JMA)
1,Category 3 typhoon (SSHWS),Category 3 typhoon (SSHWS)
2,,
3,Duration,April 6 – April 15
4,Peak intensity,165 km/h (105 mph) (10-min); 945 hPa (mbar)
