,0,1
0,Typhoon (JMA),Typhoon (JMA)
1,Category 2 typhoon (SSHWS),Category 2 typhoon (SSHWS)
2,,
3,Duration,September 28 – October 1
4,Peak intensity,130 km/h (80 mph) (10-min); 975 hPa (mbar)
