,0,1
0,Tropical storm (JMA),Tropical storm (JMA)
1,Tropical storm (SSHWS),Tropical storm (SSHWS)
2,,
3,Duration,June 30 – July 4
4,Peak intensity,85 km/h (50 mph) (10-min); 994 hPa (mbar)
