,0,1
0,Very strong typhoon (JMA),Very strong typhoon (JMA)
1,Category 3 typhoon (SSHWS),Category 3 typhoon (SSHWS)
2,,
3,Duration,September 3 – September 15
4,Peak intensity,155 km/h (100 mph) (10-min); 950 hPa (mbar)
