index,0,1
0,Tropical depression (JMA),Tropical depression (JMA)
1,Tropical depression (SSHWS),Tropical depression (SSHWS)
2,,
3,Duration,August 30 – September 1
4,Peak intensity,55 km/h (35 mph) (10-min); 998 hPa (mbar)
