,0,1
0,Intense tropical cyclone (MFR),Intense tropical cyclone (MFR)
1,Category 5 tropical cyclone (SSHWS),Category 5 tropical cyclone (SSHWS)
2,,
3,Duration,April 6 – April 19
4,Peak intensity,175 km/h (110 mph) (10-min); 925 hPa (mbar)
