index,0,1
0,Severe tropical storm (MFR),Severe tropical storm (MFR)
1,Category 1 tropical cyclone (SSHWS),Category 1 tropical cyclone (SSHWS)
2,,
3,Duration,February 12 – February 20
4,Peak intensity,95 km/h (60 mph) (10-min); 977 hPa (mbar)
