index,1990–1999 South-West Indian Ocean cyclone seasons,1990–1999 South-West Indian Ocean cyclone seasons.1
0,Previous: 1989–90 1990–91 1991–92 1992–93 1993–94 1994–95 1995–96 1996–97 1997–98 1998–99 1999–00 Next: 2000–01,Previous: 1989–90 1990–91 1991–92 1992–93 1993–94 1994–95 1995–96 1996–97 1997–98 1998–99 1999–00 Next: 2000–01
