,0,1
0,Severe tropical storm (MFR),Severe tropical storm (MFR)
1,Category 1 tropical cyclone (SSHWS),Category 1 tropical cyclone (SSHWS)
2,,
3,Duration,January 9 (Entered basin) – January 12
4,Peak intensity,100 km/h (65 mph) (10-min); 965 hPa (mbar)
