index,0,1
0,Moderate tropical storm (MFR),Moderate tropical storm (MFR)
1,Tropical storm (SSHWS),Tropical storm (SSHWS)
2,,
3,Duration,March 17 – March 25
4,Peak intensity,65 km/h (40 mph) (10-min); 992 hPa (mbar)
