,0,1
0,Intense tropical cyclone (MFR),Intense tropical cyclone (MFR)
1,Category 5 tropical cyclone (SSHWS),Category 5 tropical cyclone (SSHWS)
2,,
3,Duration,November 19 (Entered basin) – November 27
4,Peak intensity,175 km/h (110 mph) (10-min); 925 hPa (mbar)
