,0,1
0,Moderate tropical storm (MFR),Moderate tropical storm (MFR)
1,Tropical storm (SSHWS),Tropical storm (SSHWS)
2,,
3,Duration,May 4 (Entered basin) – May 5 (Exited basin)
4,Peak intensity,85 km/h (50 mph) (10-min); 984 hPa (mbar)
