,0,1
0,Category 1 tropical cyclone (Australian scale),Category 1 tropical cyclone (Australian scale)
1,Tropical storm (SSHWS),Tropical storm (SSHWS)
2,,
3,Duration,November 30 – December 6
4,Peak intensity,65 km/h (40 mph) (10-min); 996 hPa (mbar)
