index,0,1
0,PunePune (Maharashtra)PunePune (India),PunePune (Maharashtra)PunePune (India)
1,Date,25 September 2019 - 28 September 2019
2,Duration,3 days
3,Location,"Pune, India"
4,Coordinates,18°31′29.61″N 73°43′22.36″E﻿ / ﻿18.5248917°N 73.7228778°E
5,Type,Flash flood
6,Deaths,22[1]
