,0,1
0,"Category 1 ""Notable"" (RSI/NOAA: 2.325)","Category 1 ""Notable"" (RSI/NOAA: 2.325)"
1,,
2,Duration,"January 3–4, 2022"
3,Maximum snow,15.5 in (39 cm)
4,Fatalities,5
5,Damage,Per Aon: $495 million (2022 USD)[57]
