,0,1
0,"Category 1 ""Notable"" (RSI/NOAA: 1.466)","Category 1 ""Notable"" (RSI/NOAA: 1.466)"
1,,
2,Duration,"January 4–7, 2022"
3,Lowest pressure,968 mb (28.59 inHg)
4,Maximum snow,17.7 in (45 cm)
5,Fatalities,1
6,Damage,Unknown
