,0,1
0,"Category 2 ""Significant"" (RSI/NOAA: 5.476)","Category 2 ""Significant"" (RSI/NOAA: 5.476)"
1,,
2,Duration,"February 1–5, 2022"
3,Lowest pressure,1004 mb (29.65 inHg)
4,Maximum snow,37.5 in (95 cm)
5,Fatalities,7 fatalities
6,Damage,Per Aon: $350 million (2022 USD)[57]
