,0,1
0,"Category 1 ""Notable"" (RSI/NOAA: 2.295)","Category 1 ""Notable"" (RSI/NOAA: 2.295)"
1,,
2,Duration,"January 27–30, 2022"
3,Lowest pressure,969 mb (28.61 inHg)
4,Maximum snow,35.7 in (91 cm)
5,Fatalities,"4 fatalities (2 direct, 2 indirect)"
6,Damage,Per Aon: $50 million (2022 USD)[57]
