index,0,1
0,"Category 0 ""Nuisance"" (RSI/NOAA: N/A)","Category 0 ""Nuisance"" (RSI/NOAA: N/A)"
1,,
2,Duration,"April 18–20, 2022"
3,Lowest pressure,990 mb (29.23 inHg)
4,Maximum snow,18 in (46 cm)
5,Fatalities,1 fatalities
6,Damage,Per Aon: $25 million[206]
