index,0,1
0,"Category 2 ""Significant"" (RSI/NOAA: 3.407)","Category 2 ""Significant"" (RSI/NOAA: 3.407)"
1,,
2,Duration,"January 13–19, 2022"
3,Lowest pressure,981 mb (28.97 inHg)
4,Maximum snow,27.5 in (70 cm)
5,Fatalities,5 fatalities
6,Damage,Per Aon: $600 million (2022 USD)[57]
