,0,1
0,"Category 0 ""Nuisance"" (RSI/NOAA: N/A)","Category 0 ""Nuisance"" (RSI/NOAA: N/A)"
1,,
2,Duration,"April 11–14, 2022"
3,Lowest pressure,982 mb (29.00 inHg)
4,Maximum snow,47 in (120 cm)
5,Fatalities,1 fatalities
6,Damage,Unknown
