,0,1
0,"Category 0 ""Nuisance"" (RSI/NOAA: N/A)","Category 0 ""Nuisance"" (RSI/NOAA: N/A)"
1,,
2,Duration,"December 9–12, 2021"
3,Lowest pressure,974 mb (28.76 inHg)
4,Maximum snow,36 in (91 cm)
5,Damage,Unknown
