index,0,1
0,"Category 0 ""Nuisance"" (RSI/NOAA: N/A)","Category 0 ""Nuisance"" (RSI/NOAA: N/A)"
1,,
2,Duration,"October 23–26, 2021"
3,Lowest pressure,942 mb (27.82 inHg)
4,Maximum snow,42 in (110 cm)
5,Fatalities,2 fatalities
6,Damage,Per Aon: $400 million[47]
