index,0,1
0,Before 1900,Calcutta (1737) Coringa (1839) Bengal (1876) Odisha (1885) Gohna (1894)
1,1901–2000,Rameswaram (1964) Andhra Pradesh (1977) Bihar (1987) Punjab (1988) Andhra Pradesh (1990) North India (1993) Odisha (1999)
2,2000–present,East India (2000) Maharashtra (2005) India (2007) Ladakh (2010) East India (2010) North India (2013) North India (2014) Gujarat (2015) South India (2015) Assam (2016) Bihar (2017) Gujarat (2017) West Bengal (2017) Kerala (2018) India (2019) Assam (2020) Hyderabad (2020) East India (2020) Uttarakhand (2021) Maharashtra (2021) South India (2021) Balrampur (2022) North India (2023) Himalayas (2023) South India (2023) India (2024) Bihar
