index,0,1
0,Date,March–May 2020
1,Location,Rwanda Kenya Somalia Burundi Ethiopia Uganda Democratic Republic of the Congo Djibouti Tanzania
2,Deaths,453 in total 237 in Kenya 97 in Rwanda 44 in the Democratic Republic of the Congo 34 in Ethiopia 21 in Somalia 11 in Uganda 8 in Djibouti 1 in Burundi
