index,0,1
0,Timeline,First 100 days 2017 Q1 Q2 Q3 Q4 2018 Q1 Q2 Q3 Q4 2019 Q1 Q2 Q3 Q4 2020 Q1 Q2 Q3 Q4 January 2021
1,Speeches,Joint address to Congress Warsaw speech National Scout Jamboree State of the Union Address 2018 2019 2020 Oval Office Address 2019 2020 Farewell address
2,Other,Transition Inauguration Biden transition
