index,0,1
0,Before 1950,1540 July 1757 1906 (UK) 1911 (UK)
1,1950–1999,1955 (UK) 1976 UK and Ireland 1990 (UK) 1995 (UK)
2,2000–present,2003 2006 2007 2010 2013 (UK) 2014 (Sweden) 2018 UK Europe 2019 2021 (UK and Ireland) 2022 Europe UK Drought 2023 Drought Heat waves Cerberus 2024
