index,0,1
0,Date,"January 9–20, 2015"
1,Location,Malawi  Mozambique  Madagascar  Zimbabwe
2,Deaths,"At least 225 killed[1][2] At least 153 missing 400,000+ displaced"
3,Property damage,"At least USD $300,000,000"
