,0,1
0,Track of the Independence Day Derecho of 1977,Track of the Independence Day Derecho of 1977
1,Date(s),"July 4, 1977"
2,Peak wind gust (measured),"115 mph (185 km/h; 51.4 m/s) (Rhinelander, Wisconsin)"
