index,0,1
0,Temperatures in the Southern Cone on 11 January 2022,Temperatures in the Southern Cone on 11 January 2022
1,Type,Heat wave
2,Areas,Argentina Brazil Paraguay Uruguay
3,Start date,10 January 2022
4,End date,26 January 2022
5,Losses,Losses
6,Deaths,3
