,0,1,2
0,Amanda Boris Cristina Douglas Elida Fausto Genevieve * Hernan,Iselle * Julio * Karina Lowell Marie Norbert Odile Polo,Rachel Simon Trudy Vance Winnie (unused) Xavier (unused) Yolanda (unused) Zeke (unused)
