,0,1
0,Tropical low (Australian scale),Tropical low (Australian scale)
1,Tropical storm (SSHWS),Tropical storm (SSHWS)
2,,
3,Duration,29 February – 29 February
4,Peak intensity,55 km/h (35 mph) (10-min); 999 hPa (mbar)
