,0,1
0,Category 3 severe tropical cyclone (Australian scale),Category 3 severe tropical cyclone (Australian scale)
1,Category 1 tropical cyclone (SSHWS),Category 1 tropical cyclone (SSHWS)
2,,
3,Duration,10 February – 20 February
4,Peak intensity,150 km/h (90 mph) (10-min); 948 hPa (mbar)
