,0,1
0,Category 4 severe tropical cyclone (Australian scale),Category 4 severe tropical cyclone (Australian scale)
1,Category 3 tropical cyclone (SSHWS),Category 3 tropical cyclone (SSHWS)
2,,
3,Duration,25 March – 29 March
4,Peak intensity,175 km/h (110 mph) (10-min); 934 hPa (mbar)
