,0,1
0,Category 2 tropical cyclone (Australian scale),Category 2 tropical cyclone (Australian scale)
1,Tropical storm (SSHWS),Tropical storm (SSHWS)
2,,
3,Duration,11 November – 15 November (Exited basin)
4,Peak intensity,95 km/h (60 mph) (10-min); 984 hPa (mbar)
