,0,1,2
0,Allison Barry Chantal Dean Erin Felix Gabrielle,Humberto Iris Jerry Karen Lorenzo Michelle Noel,Olga Pablo (unused) Rebekah (unused) Sebastien (unused) Tanya (unused) Van (unused) Wendy (unused)
