,0,1
0,Typhoon (JMA),Typhoon (JMA)
1,Category 3 typhoon (SSHWS),Category 3 typhoon (SSHWS)
2,,
3,Duration,August 26 – September 7
4,Peak intensity,185 km/h (115 mph) (1-min); 950 hPa (mbar)
