,0,1
0,Typhoon (JMA),Typhoon (JMA)
1,Category 3 typhoon (SSHWS),Category 3 typhoon (SSHWS)
2,,
3,Duration,September 6 – September 16
4,Peak intensity,205 km/h (125 mph) (1-min); 960 hPa (mbar)
