,0,1
0,Tropical storm (JMA),Tropical storm (JMA)
1,Category 1 typhoon (SSHWS),Category 1 typhoon (SSHWS)
2,,
3,Duration,October 9 – October 13
4,Peak intensity,140 km/h (85 mph) (1-min); 990 hPa (mbar)
