,0,1
0,Typhoon (JMA),Typhoon (JMA)
1,Category 2 typhoon (SSHWS),Category 2 typhoon (SSHWS)
2,,
3,Duration,July 10 – July 18
4,Peak intensity,165 km/h (105 mph) (1-min); 985 hPa (mbar)
