,0,1
0,Typhoon (JMA),Typhoon (JMA)
1,Category 4 super typhoon (SSHWS),Category 4 super typhoon (SSHWS)
2,,
3,Duration,October 19 – October 26
4,Peak intensity,240 km/h (150 mph) (1-min); 960 hPa (mbar)
