,0,1
0,Typhoon (JMA),Typhoon (JMA)
1,Category 4 typhoon (SSHWS),Category 4 typhoon (SSHWS)
2,,
3,Duration,May 2 – May 16
4,Peak intensity,220 km/h (140 mph) (1-min); 950 hPa (mbar)
