index,0,1,2,3
0,Agnes 07W Bess 09W Carmen 10W Della Elaine 11W Faye 13W Gloria 13W Hester 14W Irma 15W Judy 17W Kit 18W Lola 19W Mamie 20W Nina Ophelia Phyllis Rita Susan Tess Viola Winnie,Alice Betty Cora Doris Elsie Flossie Grace Helen Ida June Kathy Lorna Marie Nancy Olga Pamela Ruby Sally Tilda Violet Wilda,Anita Billie Clara Dot Ellen Fran Georgia Hope Iris Joan Kate Louise Marge Nora Opal Patsy Ruth Sarah Thelma Vera Wanda,Amy Babs Charlotte Dinah Emma Freda Gilda Harriet Ivy Jean Karen Lucille Mary Nadine Olive Polly Rose 02W Shirley 03W Trix 04W Virginia 05W Wendy 06W
