index,0,1
0,Before 1900,Lo Mustang (1505) Kashmir (1555) Garhwal (1803) Rann of Kutch (1819) Bihar (1833) Cachar (1869) Nicobar (1881) Kashmir (1885) Assam (1897)
1,1900–2000,Kangra (1905) Dhubri (1930) Nepal–India (1934) Quetta (1935) Andaman Islands (1941) Assam (1947) Assam (1950) Anjar (1956) Koynanagar (1967) Kinnaur (1975) Pithoragarh (1980) Cachar (1984) India (1988) Bihar (1988) Uttarkashi (1991) Latur (1993) Jabalpur (1997) North East (1997) Chamoli (1999)
2,2000–present,Gujarat (2001) Indian Ocean (2004) Kashmir (2005) Andaman (2009) Sikkim (2011) Nepal (April 2015) Nepal (May 2015) October Hindu Kush (2015) Imphal (2016) Sagaing (2016) Magway (2016) Tripura (2017) Uttarakhand (2017) Assam (2021) Nepal (2022) Badakhshan (2023) Nepal (2023)
