,0,1
0,"NASA satellite imagery of Northern India on 17 June, showing rainclouds that led to the disaster","NASA satellite imagery of Northern India on 17 June, showing rainclouds that led to the disaster"
1,Location,Uttarakhand Himachal Pradesh Uttar Pradesh Nepal Sudurpashchim Pradesh Karnali Pradesh Some parts of Tibet
2,Deaths,"6,054[1]"
3,Property damage,"4,550 villages were affected [2]"
