,0,1
0,"Category 1 ""Notable"" (RSI/NOAA: 1.140)","Category 1 ""Notable"" (RSI/NOAA: 1.140)"
1,,
2,Duration,"February 14–15, 2015"
3,Lowest pressure,958 mb (28.29 inHg)
4,Maximum snow,27.4 in (70 cm)
5,Fatalities,6 fatalities
6,Damage,Unknown (2015 USD)
