index,0,1
0,"Category 1 ""Notable"" (RSI/NOAA: 1.881)","Category 1 ""Notable"" (RSI/NOAA: 1.881)"
1,,
2,Duration,"December 8–11, 2014"
3,Lowest pressure,990 mb (29.23 inHg)
4,Maximum snow,27.5 in (70 cm)
5,Fatalities,0 fatalities
6,Damage,Unknown (2014 USD)
