,0,1
0,"Category 1 ""Notable"" (RSI/NOAA: 1.897)","Category 1 ""Notable"" (RSI/NOAA: 1.897)"
1,,
2,Duration,"February 8–10, 2015"
3,Maximum snow,22 in (56 cm)
4,Fatalities,0 fatalities
5,Damage,Unknown (2015 USD)
