,0,1
0,"Category 3 ""Major"" (RSI/NOAA: 8.40)","Category 3 ""Major"" (RSI/NOAA: 8.40)"
1,,
2,Duration,"January 30 – February 2, 2015"
3,Lowest pressure,970 mb (28.64 inHg)
4,Maximum snow,24.1 in (61 cm)
5,Fatalities,15 fatalities
6,Damage,Unknown (2015 USD)
