,0,1
0,Tropical storm (SSHWS),Tropical storm (SSHWS)
1,,
2,Duration,"December 30, 2005 – January 6, 2006"
3,Peak intensity,65 mph (100 km/h) (1-min); 994 mbar (hPa)
