index,0,1,2
0,Adrian Beatriz Calvin Dora * Eugene * Fernanda * Greg Hilary,Irwin Jova Kenneth Lidia Max Norma Otis (unused) Pilar (unused),Ramon (unused) Selma (unused) Todd (unused) Veronica (unused) Wiley (unused) Xina (unused) York (unused) Zelda (unused)
