,0,1
0,Very strong typhoon (JMA),Very strong typhoon (JMA)
1,Category 4 super typhoon (SSHWS),Category 4 super typhoon (SSHWS)
2,,
3,Duration,August 24 – September 2
4,Peak intensity,175 km/h (110 mph) (10-min); 925 hPa (mbar)
