,0,1
0,Typhoon (JMA),Typhoon (JMA)
1,Category 2 typhoon (SSHWS),Category 2 typhoon (SSHWS)
2,,
3,Duration,July 29 – August 8
4,Peak intensity,150 km/h (90 mph) (10-min); 950 hPa (mbar)
