,0,1
0,Very strong typhoon (JMA),Very strong typhoon (JMA)
1,Category 4 typhoon (SSHWS),Category 4 typhoon (SSHWS)
2,,
3,Duration,May 27 – June 11
4,Peak intensity,175 km/h (110 mph) (10-min); 930 hPa (mbar)
