index,0,1
0,Rainfall totals throughout the Midwest from July 25–31,Rainfall totals throughout the Midwest from July 25–31
1,Date,"July 24–August 27, 2022"
2,Location,"Greater St. Louis, Central Appalachia, Southern and Southwestern United States"
3,Deaths,"44 deaths (Kentucky: 38 direct, 2 indirect; Missouri: 2; Texas: 1; Utah: 1)[1][2][3][4][5]"
4,Property damage,$1.2 billion (Kentucky and Missouri only)[6]
